,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,perc_approved_sem1,perc_approved_sem2,actual_target
2411,2,39,1,8014,0,1,Q2,1,34,34,90,90,Q1,0,0,0,0,0,0,Q4,0,0,6,13,4,11.25,0,0,6,12,0,0.0,1,Q2,Q2,1.74,Dropout,Q1,Q1,1
3648,1,1,4,9500,1,1,Q1,1,19,38,5,5,Q1,1,0,0,1,0,0,Q1,0,0,8,8,7,12.328571428571427,0,0,8,8,7,12.328571428571427,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
3772,1,1,4,9238,1,1,Q1,1,1,38,9,7,Q1,1,0,0,1,0,1,Q1,0,0,6,6,6,13.5,0,0,6,7,6,13.428571428571429,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
3641,1,1,2,9254,1,1,Q1,1,37,37,6,6,Q1,1,0,0,0,0,0,Q2,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q2,Q2,2.02,Dropout,Q1,Q1,1
725,4,7,1,9500,1,3,Q2,1,37,38,9,7,Q2,0,0,0,1,1,0,Q4,0,4,7,7,7,15.2,0,6,8,8,8,16.575,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
4050,1,1,1,9130,1,1,Q2,1,34,1,0,0,Q2,0,0,0,1,0,0,Q1,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
767,1,7,1,9991,0,40,Q2,1,1,37,4,1,Q1,0,0,0,1,0,0,Q4,0,8,9,11,9,12.333333333333334,0,4,7,7,7,12.571428571428571,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
2016,1,39,1,9254,1,1,Q2,1,3,1,6,6,Q1,1,0,0,1,0,0,Q3,0,0,6,8,5,12.6,0,0,6,7,5,12.2,0,Q1,Q1,-3.12,Graduate,Q1,Q1,0
3551,1,39,1,9238,1,19,Q2,1,37,37,9,9,Q2,0,0,1,0,1,0,Q4,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,Q4,Q1,-0.92,Dropout,Q1,Q1,1
3012,1,16,1,9500,1,1,Q2,1,37,37,9,9,Q1,1,0,0,1,0,0,Q2,0,0,7,7,6,13.755,0,0,8,9,7,13.571428571428571,0,Q3,Q2,1.79,Graduate,Q1,Q2,0
525,1,43,1,9119,1,1,Q2,1,1,1,9,3,Q2,0,0,0,1,1,0,Q4,0,0,5,12,1,12.0,0,0,5,9,1,11.0,4,Q4,Q1,-0.92,Dropout,Q1,Q1,1
87,1,17,1,9070,1,1,Q1,1,19,38,4,0,Q1,1,0,0,1,1,0,Q2,0,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,Q1,Q3,0.32,Graduate,Q2,Q1,0
4403,1,17,3,9500,1,1,Q2,1,1,1,4,10,Q1,1,0,0,1,1,1,Q1,0,0,7,11,6,12.4125,0,0,8,12,7,11.2625,0,Q4,Q4,-4.06,Graduate,Q1,Q2,0
1347,1,1,3,9500,1,1,Q1,1,1,1,7,7,Q1,1,0,0,1,0,1,Q1,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,Q3,Q2,1.79,Enrolled,Q1,Q2,0
3816,1,1,1,9238,1,1,Q1,1,19,19,9,9,Q1,1,0,0,1,1,0,Q1,0,0,6,9,4,11.5,0,0,6,12,3,11.0,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
943,1,7,1,9085,1,3,Q1,1,1,19,9,10,Q2,0,0,0,1,0,0,Q4,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
4228,2,39,1,8014,0,1,Q2,1,37,37,5,4,Q2,0,0,0,1,0,0,Q4,0,0,6,8,5,13.6,0,0,6,7,5,13.0,0,Q4,Q4,-4.06,Enrolled,Q1,Q1,0
4210,1,1,1,9254,1,1,Q1,1,19,1,3,7,Q1,0,0,0,1,0,1,Q3,0,0,6,9,6,12.833333333333334,0,0,6,6,4,13.25,0,Q4,Q1,-0.92,Graduate,Q2,Q1,0
797,1,18,3,9500,1,1,Q2,1,1,1,4,8,Q2,1,0,0,1,0,0,Q1,0,0,7,8,7,13.087142857142856,0,0,8,8,8,12.95,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
338,1,17,1,9238,1,1,Q1,1,3,1,9,10,Q1,0,0,0,1,0,0,Q1,0,0,6,9,5,12.166666666666666,0,0,6,8,6,12.428571428571429,0,Q3,Q1,0.79,Graduate,Q1,Q2,0
2137,1,1,5,9773,1,1,Q1,1,38,19,9,9,Q1,1,0,0,1,0,0,Q1,0,0,6,7,6,12.333333333333334,0,0,6,7,6,12.5,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
2081,1,1,1,9500,1,1,Q1,1,4,4,2,1,Q1,0,0,0,1,0,0,Q1,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
972,2,39,2,9119,1,19,Q2,1,37,37,7,7,Q1,0,0,0,0,1,0,Q4,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
847,1,17,1,9147,1,1,Q1,1,19,19,9,9,Q1,0,0,0,1,0,0,Q1,0,0,5,11,3,10.666666666666666,0,0,5,9,4,10.25,0,Q2,Q2,2.02,Graduate,Q1,Q1,0
3781,1,1,3,9070,1,1,Q2,1,1,38,4,7,Q2,1,0,0,1,0,1,Q1,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
938,1,1,1,9773,1,1,Q2,1,19,38,4,10,Q2,1,0,0,1,0,0,Q1,0,0,6,7,6,12.666666666666666,0,0,6,8,4,12.25,0,Q1,Q3,0.32,Enrolled,Q2,Q1,0
2627,1,1,1,9500,1,1,Q2,1,1,19,4,4,Q1,0,0,0,1,1,0,Q1,0,0,7,7,7,12.2,0,0,7,7,7,12.2,0,Q1,Q3,0.32,Enrolled,Q2,Q2,0
190,1,1,1,9254,1,1,Q1,1,19,38,9,8,Q1,0,0,0,1,0,1,Q3,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
173,1,42,1,8014,0,1,Q2,1,19,2,4,6,Q2,0,0,0,1,0,0,Q4,0,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,Q1,Q1,-3.12,Graduate,Q1,Q1,0
1578,1,1,3,9085,1,1,Q1,1,37,19,9,8,Q2,1,0,1,0,0,0,Q1,0,0,5,7,3,13.0,0,0,5,8,3,12.0,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
463,1,39,1,9147,1,19,Q2,1,3,1,3,5,Q2,1,0,1,1,0,0,Q3,0,0,5,8,5,10.2,0,0,5,6,5,12.2,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
2651,1,7,1,9003,1,3,Q2,1,3,19,2,10,Q2,0,0,0,0,1,0,Q4,0,0,6,10,5,15.2,0,1,6,9,1,11.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
1351,1,1,3,9500,1,1,Q2,1,19,19,9,9,Q2,1,0,0,1,0,0,Q1,0,0,8,8,7,15.657142857142857,0,0,8,8,7,15.657142857142857,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
1145,1,1,2,8014,0,1,Q1,1,19,11,0,0,Q1,1,0,0,1,0,0,Q3,0,0,6,7,5,13.4,0,0,6,9,5,12.2,0,Q1,Q3,0.32,Graduate,Q1,Q1,0
3813,1,7,1,8014,0,43,Q2,1,19,19,9,4,Q2,0,0,0,1,0,0,Q4,0,12,14,14,14,16.5,0,8,11,11,11,16.90909090909091,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
1326,1,1,1,9085,1,1,Q1,1,1,37,4,9,Q1,1,0,0,1,0,0,Q3,0,0,6,12,4,12.5,0,0,6,13,2,12.666666666666666,0,Q2,Q2,2.02,Enrolled,Q1,Q1,0
3180,1,17,1,9070,1,1,Q2,1,3,3,3,3,Q2,0,0,0,1,1,0,Q1,0,0,6,6,6,16.0,0,0,6,6,6,13.666666666666666,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3826,1,39,1,9254,1,19,Q2,1,37,37,9,4,Q1,0,0,0,1,1,0,Q4,0,0,6,11,3,11.333333333333334,0,0,6,10,3,14.75,0,Q4,Q1,-0.92,Dropout,Q1,Q1,1
336,1,7,1,9853,1,40,Q1,1,41,3,2,1,Q1,0,0,1,1,0,0,Q4,0,0,7,8,7,15.0,0,0,7,7,7,14.571428571428571,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
1858,1,17,3,9070,1,1,Q1,1,1,4,4,2,Q2,0,0,0,1,1,0,Q2,0,0,6,6,6,14.166666666666666,0,0,6,8,6,12.333333333333334,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
2601,1,17,1,9254,1,1,Q1,1,1,1,4,9,Q1,1,0,0,1,0,0,Q3,0,0,6,14,4,12.25,0,0,6,11,3,11.333333333333334,0,Q1,Q3,0.32,Enrolled,Q1,Q1,0
4072,2,39,1,9238,1,19,Q2,1,1,2,4,6,Q2,0,0,0,1,0,0,Q4,0,0,6,6,6,13.166666666666666,0,0,6,8,6,13.0,0,Q1,Q1,-3.12,Enrolled,Q2,Q2,0
2087,1,17,1,9130,1,1,Q2,1,3,2,3,6,Q2,1,0,0,1,0,0,Q1,0,0,6,8,6,15.0,0,0,6,8,5,15.166666666666666,0,Q3,Q1,0.79,Dropout,Q2,Q1,1
1932,1,17,2,9238,1,1,Q1,1,19,19,3,3,Q1,1,0,0,1,0,0,Q1,0,0,6,9,5,11.0,0,0,6,9,4,11.25,0,Q1,Q2,3.51,Graduate,Q1,Q1,0
4041,1,17,1,9238,1,1,Q2,1,38,1,9,4,Q2,0,0,0,1,0,0,Q1,0,0,6,6,6,12.166666666666666,0,0,6,7,6,13.714285714285714,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
321,1,42,1,9500,1,1,Q1,1,37,37,7,9,Q1,1,0,0,1,0,1,Q1,0,0,8,8,7,13.058571428571428,0,0,8,8,7,13.058571428571428,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
857,1,39,1,9003,1,12,Q2,1,37,1,9,10,Q2,0,0,0,1,1,0,Q4,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Q2,Q2,2.02,Dropout,Q1,Q1,1
1239,1,1,1,9670,1,1,Q2,1,3,1,4,4,Q1,0,0,0,1,1,0,Q1,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
3528,1,18,3,9119,1,1,Q1,1,1,19,9,8,Q1,1,0,0,1,1,0,Q1,0,0,5,10,4,11.6,0,0,5,9,3,14.2,0,Q3,Q2,1.79,Dropout,Q1,Q1,1
3774,1,1,1,9238,1,1,Q1,1,1,19,4,7,Q1,1,0,0,1,0,1,Q1,0,0,6,6,6,13.166666666666666,0,0,6,7,6,14.142857142857142,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
2225,1,43,3,9254,1,1,Q1,1,37,37,9,9,Q1,1,0,0,1,1,0,Q1,0,1,6,16,2,10.5,0,0,6,15,4,10.0,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
2305,1,1,3,9070,1,1,Q1,1,37,37,9,9,Q1,1,0,0,1,1,1,Q3,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.166666666666666,0,Q1,Q3,0.32,Enrolled,Q2,Q2,0
3537,1,39,2,9147,1,19,Q2,1,38,19,4,10,Q1,0,0,0,0,1,0,Q4,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
1534,1,1,1,9085,1,1,Q2,1,1,38,9,9,Q2,1,0,0,1,0,0,Q1,0,0,5,7,5,14.4,1,0,5,5,5,13.6,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
800,1,53,1,9070,1,42,Q1,1,40,19,3,5,Q2,1,0,0,0,0,1,Q3,0,0,6,8,6,11.0,0,0,6,10,4,12.0,0,Q1,Q2,3.51,Enrolled,Q2,Q1,0
823,1,1,2,9238,1,1,Q2,1,19,19,9,9,Q1,1,0,0,1,0,1,Q2,0,0,6,7,6,12.571428571428571,0,0,6,7,6,13.285714285714286,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
56,2,7,1,9254,1,3,Q1,1,1,3,4,3,Q2,0,0,0,1,0,0,Q4,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,Q3,Q2,1.79,Dropout,Q1,Q1,1
1996,1,17,1,9085,1,1,Q2,1,3,37,4,8,Q2,1,0,0,1,0,0,Q1,0,0,6,8,6,13.857142857142858,0,0,6,15,6,13.1,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3966,1,44,1,9003,1,39,Q2,1,19,19,9,4,Q2,0,0,0,1,0,0,Q3,0,0,6,12,3,10.666666666666666,2,0,6,12,4,12.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
3291,1,39,1,9003,1,1,Q1,1,37,37,9,7,Q1,1,0,0,0,1,0,Q4,0,0,6,17,1,13.0,0,0,6,8,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
1769,1,51,1,9147,1,1,Q1,1,3,3,2,2,Q1,0,0,1,1,1,0,Q4,0,2,7,16,3,12.0,0,3,8,10,3,10.333333333333334,0,Q1,Q2,3.51,Enrolled,Q1,Q1,0
2255,1,39,1,9254,1,1,Q2,1,37,37,9,6,Q1,0,0,0,1,1,0,Q4,0,0,6,9,6,13.714285714285714,0,0,6,13,5,14.333333333333334,0,Q4,Q1,-0.92,Dropout,Q2,Q1,1
1172,1,42,1,9119,1,1,Q2,1,34,34,0,0,Q1,0,0,0,1,1,0,Q1,0,0,5,6,1,10.0,0,0,5,7,1,12.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
1017,1,51,1,9070,1,1,Q2,1,3,1,3,5,Q1,0,0,0,1,0,1,Q1,0,5,11,11,11,13.181818181818182,0,5,11,11,11,12.909090909090908,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
4368,1,39,1,9991,0,1,Q1,1,37,37,9,9,Q1,1,0,0,0,1,0,Q3,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
3288,1,39,1,9991,0,1,Q2,1,1,37,4,6,Q1,0,0,0,1,1,0,Q3,0,0,5,6,4,10.5,0,0,5,6,5,12.0,0,Q1,Q1,-3.12,Graduate,Q1,Q2,0
1441,1,1,1,171,1,1,Q1,1,1,1,9,9,Q2,1,0,0,1,1,0,Q3,0,16,17,19,17,11.61111111111111,0,14,17,22,17,12.055555555555555,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
2753,1,43,1,9991,0,1,Q1,1,38,38,9,7,Q2,0,0,0,1,1,1,Q4,0,5,10,12,10,13.8,0,5,10,10,10,12.8,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
791,1,39,1,9500,1,1,Q1,1,3,3,2,2,Q2,0,0,0,0,1,0,Q4,0,0,6,15,2,11.5,0,0,7,9,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
4067,2,7,1,8014,0,3,Q1,1,38,1,9,9,Q1,0,0,0,0,0,0,Q4,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
294,1,1,1,9070,1,1,Q1,1,38,37,3,6,Q2,1,0,0,1,0,1,Q1,0,0,6,9,5,12.0,0,0,6,10,2,11.333333333333334,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
4043,1,17,2,9500,1,1,Q2,1,2,38,3,8,Q2,1,0,0,1,0,0,Q1,0,0,8,12,7,12.285714285714286,0,0,8,12,7,12.285714285714286,0,Q3,Q4,-1.7,Enrolled,Q2,Q2,0
440,1,43,1,9556,1,1,Q2,1,3,4,3,2,Q1,0,0,0,1,0,0,Q1,0,0,2,2,0,0.0,0,0,4,4,1,16.0,0,Q2,Q2,1.74,Enrolled,Q1,Q1,0
2435,1,42,1,9119,1,1,Q2,1,38,37,5,8,Q2,1,0,0,1,1,0,Q3,0,0,5,10,5,13.0,0,0,5,10,5,12.6,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
2838,1,39,1,9991,0,1,Q2,1,37,37,9,5,Q2,0,0,0,0,0,0,Q4,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
2164,1,1,2,9773,1,1,Q2,1,1,1,3,3,Q2,1,0,0,1,0,0,Q1,0,0,6,6,6,14.833333333333334,0,0,6,6,6,15.333333333333334,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
742,1,17,3,9500,1,1,Q2,1,3,3,3,3,Q2,1,0,0,1,1,0,Q1,0,0,7,8,5,14.2,0,0,7,9,6,12.4,0,Q3,Q2,1.79,Dropout,Q1,Q2,1
980,1,42,1,9119,1,6,Q1,1,35,35,6,6,Q2,1,0,0,1,1,0,Q4,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
3487,1,1,1,9670,1,1,Q1,1,1,1,0,0,Q1,0,0,0,0,1,0,Q1,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
2361,1,42,1,9773,1,1,Q2,1,19,6,4,3,Q1,0,0,0,1,1,0,Q4,0,0,4,8,0,0.0,0,0,5,10,0,0.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
1019,1,17,3,9773,1,1,Q1,1,1,1,4,9,Q1,1,0,1,1,0,1,Q1,0,0,6,6,6,11.833333333333334,0,0,6,7,6,12.285714285714286,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
1827,1,17,1,9085,1,1,Q1,1,1,38,4,9,Q1,1,0,0,1,0,0,Q3,0,0,5,13,3,11.333333333333334,2,0,5,12,2,10.5,1,Q1,Q1,-3.12,Enrolled,Q1,Q1,0
3100,1,1,1,9500,1,1,Q2,1,38,19,3,10,Q1,0,0,0,1,0,0,Q1,0,0,7,10,7,13.47,0,0,8,8,8,13.32625,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
335,1,44,1,9238,1,39,Q2,1,38,37,7,7,Q2,0,0,0,1,0,0,Q1,0,3,6,6,6,13.333333333333334,0,2,6,6,6,14.666666666666666,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
2724,1,39,1,9500,1,1,Q1,1,37,37,7,7,Q2,1,0,0,1,0,1,Q3,0,0,8,15,6,12.415,0,0,8,15,6,12.415,0,Q2,Q2,1.74,Graduate,Q1,Q1,0
1430,1,1,3,9500,1,1,Q2,1,38,38,5,7,Q2,1,0,0,1,0,1,Q1,0,0,8,11,7,12.90857142857143,0,0,8,11,7,12.90857142857143,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
1792,1,39,1,9991,0,1,Q2,1,3,5,2,2,Q2,0,0,1,1,1,0,Q4,0,1,5,9,3,11.0,0,0,5,11,2,13.5,0,Q3,Q4,-1.7,Dropout,Q1,Q1,1
1120,1,39,1,9238,1,1,Q2,1,38,19,9,9,Q2,1,0,0,1,0,0,Q3,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,Q1,Q1,-3.12,Enrolled,Q1,Q1,0
3687,1,1,1,9147,1,1,Q1,1,19,38,9,7,Q1,0,0,0,0,1,0,Q1,0,0,5,16,1,12.0,0,0,5,6,0,0.0,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
351,1,43,1,9773,1,1,Q1,1,19,19,9,8,Q2,0,0,0,1,0,1,Q2,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
156,1,1,1,9147,1,1,Q1,1,38,38,9,9,Q2,0,0,0,1,0,1,Q1,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3563,1,44,1,9119,1,39,Q2,1,3,38,2,3,Q2,0,0,1,0,1,0,Q3,0,2,6,6,2,16.0,0,2,7,7,2,16.0,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
1141,1,17,6,9147,1,1,Q1,1,19,38,7,9,Q1,0,0,0,1,0,1,Q1,0,0,5,5,5,12.4,0,0,5,8,3,11.0,0,Q3,Q4,-1.7,Enrolled,Q2,Q1,0
874,1,1,1,9003,1,1,Q2,1,1,19,194,194,Q2,0,0,1,1,1,0,Q1,0,0,6,6,5,15.0,0,0,6,8,4,14.5,0,Q1,Q2,3.51,Graduate,Q1,Q1,0
995,1,39,1,8014,0,1,Q1,1,37,37,9,8,Q1,0,0,0,1,0,1,Q4,0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
3768,1,1,3,9853,1,1,Q1,1,3,3,2,2,Q1,1,0,0,1,0,0,Q3,0,0,6,8,5,13.6,0,0,6,8,5,11.6,0,Q1,Q3,0.32,Enrolled,Q1,Q1,0
2299,1,39,1,9254,1,39,Q2,1,1,1,5,10,Q1,0,0,0,0,1,0,Q4,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q4,Q1,-0.92,Dropout,Q1,Q1,1
3384,1,1,1,9085,1,1,Q1,1,37,37,9,9,Q1,1,0,0,1,0,0,Q1,0,0,5,10,2,14.5,1,0,5,9,3,11.333333333333334,0,Q3,Q4,-1.7,Enrolled,Q1,Q1,0
678,2,39,1,9773,1,19,Q1,1,37,37,0,0,Q2,0,0,1,0,1,0,Q4,0,0,6,7,1,15.0,0,0,5,12,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
1032,1,1,1,9773,1,1,Q2,1,37,37,8,8,Q2,0,0,0,1,0,0,Q1,0,0,6,7,6,13.428571428571429,0,0,6,7,6,14.142857142857142,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
3980,1,17,6,9238,1,1,Q1,1,1,38,4,7,Q1,0,0,0,1,0,1,Q1,0,0,6,7,6,12.142857142857142,0,0,6,6,6,13.333333333333334,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
3859,1,43,1,9991,0,1,Q2,1,37,19,3,10,Q2,0,0,0,1,1,1,Q4,0,0,5,14,1,10.0,0,0,5,14,1,11.0,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
4017,4,39,1,8014,0,1,Q2,1,37,37,9,7,Q2,0,0,0,1,0,1,Q4,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
4071,1,1,2,9254,1,1,Q1,1,1,38,4,9,Q1,1,0,0,1,0,0,Q1,0,0,6,10,4,11.75,0,0,6,13,4,10.0,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
1954,1,1,4,9500,1,1,Q2,1,3,19,2,3,Q2,1,0,0,1,0,0,Q1,0,0,8,14,5,12.46,0,0,8,14,5,12.46,0,Q2,Q2,1.74,Enrolled,Q1,Q1,0
4292,2,39,1,9500,1,3,Q1,1,1,1,4,6,Q2,0,0,0,1,1,0,Q4,0,0,7,7,7,13.62857142857143,0,0,8,8,8,13.9125,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
1241,2,39,1,9130,1,1,Q2,1,19,19,4,4,Q2,0,0,0,0,1,0,Q4,0,0,4,12,2,11.0,2,0,5,9,3,11.666666666666666,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
2070,1,1,1,9670,1,1,Q1,1,1,37,1,10,Q1,1,0,0,1,0,0,Q1,0,0,6,7,6,12.833333333333334,0,0,6,10,6,11.77777777777778,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
26,1,17,2,9238,1,1,Q1,1,19,38,7,8,Q1,1,0,0,1,0,0,Q3,0,0,6,9,6,11.375,0,0,6,9,6,13.285714285714286,0,Q4,Q1,-0.92,Graduate,Q2,Q2,0
4409,2,43,1,9991,0,1,Q2,1,37,37,4,1,Q1,0,0,0,1,1,0,Q4,0,0,5,5,5,14.6,0,0,5,6,5,14.333333333333334,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
3368,1,1,6,9500,1,1,Q2,1,19,37,9,9,Q2,1,0,0,1,0,1,Q1,0,0,8,8,7,14.06,0,0,8,8,7,14.06,0,Q2,Q2,1.74,Enrolled,Q2,Q2,0
3178,1,1,1,9500,1,1,Q2,1,3,19,3,10,Q2,0,0,0,1,1,0,Q1,0,0,8,8,7,14.535714285714286,0,0,8,8,7,14.535714285714286,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
3509,1,44,1,9070,1,39,Q1,1,1,1,9,9,Q2,0,0,0,1,1,1,Q3,0,2,7,7,7,12.285714285714286,0,5,9,10,8,12.375,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
903,1,1,2,9500,1,1,Q2,1,37,1,9,4,Q2,1,0,0,1,0,1,Q1,0,0,7,7,6,12.95,0,0,7,7,6,12.95,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
4131,1,39,1,9500,1,1,Q1,1,19,1,1,1,Q2,0,0,0,1,0,0,Q3,0,0,8,8,7,12.084285714285716,0,0,8,8,7,12.084285714285716,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
967,1,39,1,9003,1,12,Q2,1,37,19,9,10,Q1,0,0,0,1,1,0,Q4,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
2806,1,18,2,9773,1,1,Q1,24,37,19,9,7,Q1,1,0,0,1,0,1,Q3,1,0,6,8,5,11.6,0,0,6,7,6,12.0,0,Q1,Q1,-3.12,Graduate,Q1,Q2,0
2502,1,51,1,33,1,1,Q1,1,19,37,5,7,Q1,0,0,0,1,0,0,Q4,0,14,21,23,20,13.181818181818182,0,10,14,18,14,11.642857142857142,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
4113,4,39,2,9556,1,1,Q2,1,38,37,7,7,Q1,1,0,0,1,0,0,Q3,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
4407,1,1,1,9773,1,1,Q2,1,1,19,4,4,Q2,1,0,0,1,1,0,Q1,0,0,6,6,6,12.833333333333334,0,0,6,7,6,13.285714285714286,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
396,1,51,1,9238,1,1,Q1,1,3,19,3,10,Q1,1,0,0,1,0,0,Q2,0,5,11,12,11,11.727272727272728,0,5,11,14,11,12.0,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3499,1,39,1,9003,1,1,Q2,1,1,37,191,193,Q2,0,0,0,1,1,0,Q4,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Q2,Q2,2.02,Enrolled,Q1,Q1,0
3844,1,1,1,9130,1,1,Q2,1,6,11,4,5,Q2,0,0,0,1,1,0,Q3,0,0,5,8,3,14.0,0,0,5,5,5,12.8,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
